

order_id,order_date,demand_level,unit_price,quantity,total_order_value,margin_percent,ai_cancel_flag,cancellation_reason,order_status_before_ai_only,revenue_lost_before_ai_only,recoverable_flag,intervention_attempted_by_navedas,intervention_success,intervention_failure_reason,order_status_after_navedas,revenue_prevented_by_navedas,avoidable_revenue_loss_after_navedas,profit_lost_before_ai_only,profit_lost_after_navedas,margin_saved_after_navedas,intervention_cost,net_profit_impact_due_to_navedas,recovery_rate_flag
ORD-703036,16-06-2025,Medium,1984,1,1984,0.31,1,Vendor Split Possible,Cancelled,1984,1,1,1,None,Fulfilled,1984,0,615.04,0.0,615.04,15,600.04,1
ORD-703037,09-06-2025,Low,2626,2,5252,0.41,1,AI Logic Gap - SKU Mapping,Cancelled,5252,0,0,0,Not Recoverable,Cancelled,0,0,2153.3199999999997,0.0,0.0,0,0.0,0
ORD-703038,20-05-2025,Low,1581,1,1581,0.44,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703039,08-05-2025,High,1505,3,4515,0.36,1,Stock Sync Delay,Cancelled,4515,1,1,1,None,Fulfilled,4515,0,1625.3999999999999,0.0,1625.3999999999999,15,1610.3999999999999,1
ORD-703040,23-03-2025,Medium,311,3,933,0.42,1,AI Logic Gap - SKU Mapping,Cancelled,933,1,1,1,None,Fulfilled,933,0,391.86,0.0,391.86,15,376.86,1
ORD-703041,05-02-2025,Medium,2058,2,4116,0.38,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703042,16-04-2025,Low,1686,2,3372,0.45,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703043,23-03-2025,High,529,3,1587,0.34,1,Stock Sync Delay,Cancelled,1587,0,0,0,Not Recoverable,Cancelled,0,0,539.58,0.0,0.0,0,0.0,0
ORD-703044,30-04-2025,High,1421,1,1421,0.32,1,AI Logic Gap - SKU Mapping,Cancelled,1421,1,1,1,None,Fulfilled,1421,0,454.72,0.0,454.72,15,439.72,1
ORD-703045,14-05-2025,High,2704,3,8112,0.37,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703046,02-02-2025,High,2642,2,5284,0.29,1,Vendor Split Possible,Cancelled,5284,1,1,1,None,Fulfilled,5284,0,1532.36,0.0,1532.36,15,1517.36,1
ORD-703047,29-05-2025,High,1113,2,2226,0.28,1,AI Logic Gap - SKU Mapping,Cancelled,2226,0,0,0,Not Recoverable,Cancelled,0,0,623.2800000000001,0.0,0.0,0,0.0,0
ORD-703048,21-02-2025,High,100,1,100,0.37,1,AI Logic Gap - SKU Mapping,Cancelled,100,1,1,1,None,Fulfilled,100,0,37.0,0.0,37.0,15,22.0,1
ORD-703049,29-03-2025,Medium,906,1,906,0.26,1,AI Logic Gap - SKU Mapping,Cancelled,906,1,1,0,Customer Payment Expired,Cancelled,0,906,235.56,235.56,0.0,15,-250.56,0
ORD-703050,13-06-2025,Medium,820,3,2460,0.26,1,AI Logic Gap - SKU Mapping,Cancelled,2460,1,1,1,None,Fulfilled,2460,0,639.6,0.0,639.6,15,624.6,1
ORD-703051,25-05-2025,Low,1078,3,3234,0.26,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703052,26-04-2025,Low,2938,3,8814,0.32,1,Stock Sync Delay,Cancelled,8814,1,1,0,Late Detection,Cancelled,0,8814,2820.48,2820.48,0.0,15,-2835.48,0
ORD-703053,03-02-2025,High,459,2,918,0.28,1,AI Logic Gap - SKU Mapping,Cancelled,918,1,1,1,None,Fulfilled,918,0,257.04,0.0,257.04,15,242.04000000000002,1
ORD-703054,02-01-2025,Low,522,3,1566,0.39,1,AI Logic Gap - SKU Mapping,Cancelled,1566,1,1,1,None,Fulfilled,1566,0,610.74,0.0,610.74,15,595.74,1
ORD-703055,23-04-2025,High,482,3,1446,0.44,1,AI Logic Gap - SKU Mapping,Cancelled,1446,1,1,1,None,Fulfilled,1446,0,636.24,0.0,636.24,15,621.24,1
ORD-703056,12-04-2025,Medium,1713,2,3426,0.33,1,AI Logic Gap - SKU Mapping,Cancelled,3426,1,1,0,Late Detection,Cancelled,0,3426,1130.5800000000002,1130.5800000000002,0.0,15,-1145.5800000000002,0
ORD-703057,11-03-2025,High,440,1,440,0.4,1,Vendor Split Possible,Cancelled,440,1,1,1,None,Fulfilled,440,0,176.0,0.0,176.0,15,161.0,1
ORD-703058,06-01-2025,Medium,2453,2,4906,0.44,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703059,04-05-2025,Low,2394,2,4788,0.44,1,Payment Expired,Cancelled,4788,1,1,1,None,Fulfilled,4788,0,2106.72,0.0,2106.72,15,2091.72,1
ORD-703060,23-01-2025,High,2693,1,2693,0.25,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703061,06-03-2025,High,1362,2,2724,0.44,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703062,10-06-2025,High,2490,2,4980,0.41,1,Vendor Split Possible,Cancelled,4980,1,1,1,None,Fulfilled,4980,0,2041.8,0.0,2041.8,15,2026.8,1
ORD-703063,18-01-2025,High,507,1,507,0.28,1,AI Logic Gap - SKU Mapping,Cancelled,507,1,1,1,None,Fulfilled,507,0,141.96,0.0,141.96,15,126.96000000000001,1
ORD-703064,05-06-2025,High,311,1,311,0.3,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703065,10-04-2025,Medium,740,3,2220,0.27,1,Stock Sync Delay,Cancelled,2220,0,0,0,Not Recoverable,Cancelled,0,0,599.4000000000001,0.0,0.0,0,0.0,0
ORD-703066,05-05-2025,Medium,383,1,383,0.4,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703067,04-05-2025,Low,1773,1,1773,0.36,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703068,16-05-2025,High,308,3,924,0.43,1,AI Logic Gap - SKU Mapping,Cancelled,924,1,1,0,Customer Payment Expired,Cancelled,0,924,397.32,397.32,0.0,15,-412.32,0
ORD-703069,07-01-2025,High,478,1,478,0.32,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703070,21-05-2025,Medium,2546,2,5092,0.43,1,Payment Expired,Cancelled,5092,1,1,1,None,Fulfilled,5092,0,2189.56,0.0,2189.56,15,2174.56,1
ORD-703071,10-06-2025,Low,1525,1,1525,0.34,1,Stock Sync Delay,Cancelled,1525,1,1,1,None,Fulfilled,1525,0,518.5,0.0,518.5,15,503.5,1
ORD-703072,18-06-2025,Medium,260,2,520,0.37,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703073,07-01-2025,Low,1830,1,1830,0.4,1,Payment Expired,Cancelled,1830,1,1,1,None,Fulfilled,1830,0,732.0,0.0,732.0,15,717.0,1
ORD-703074,09-01-2025,High,235,3,705,0.26,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703075,20-04-2025,High,1747,2,3494,0.45,1,Vendor Split Possible,Cancelled,3494,1,1,1,None,Fulfilled,3494,0,1572.3,0.0,1572.3,15,1557.3,1
ORD-703076,28-05-2025,Low,179,2,358,0.42,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703077,22-01-2025,Medium,2093,3,6279,0.35,1,Payment Expired,Cancelled,6279,1,1,1,None,Fulfilled,6279,0,2197.6499999999996,0.0,2197.6499999999996,15,2182.6499999999996,1
ORD-703078,29-05-2025,High,375,2,750,0.42,1,Payment Expired,Cancelled,750,1,1,1,None,Fulfilled,750,0,315.0,0.0,315.0,15,300.0,1
ORD-703079,11-06-2025,Medium,664,2,1328,0.45,1,Vendor Split Possible,Cancelled,1328,1,1,1,None,Fulfilled,1328,0,597.6,0.0,597.6,15,582.6,1
ORD-703080,15-05-2025,Medium,481,2,962,0.32,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703081,13-06-2025,Medium,2362,2,4724,0.42,1,AI Logic Gap - SKU Mapping,Cancelled,4724,1,1,1,None,Fulfilled,4724,0,1984.08,0.0,1984.08,15,1969.08,1
ORD-703082,16-06-2025,Medium,2178,2,4356,0.38,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703083,05-04-2025,High,975,1,975,0.29,1,Payment Expired,Cancelled,975,1,1,1,None,Fulfilled,975,0,282.75,0.0,282.75,15,267.75,1
ORD-703084,25-04-2025,Low,688,3,2064,0.43,1,Payment Expired,Cancelled,2064,1,1,1,None,Fulfilled,2064,0,887.52,0.0,887.52,15,872.52,1
ORD-703085,31-01-2025,High,1948,1,1948,0.42,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703086,31-05-2025,Low,2185,2,4370,0.3,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703087,04-03-2025,Low,1209,2,2418,0.37,1,Vendor Split Possible,Cancelled,2418,1,1,1,None,Fulfilled,2418,0,894.66,0.0,894.66,15,879.66,1
ORD-703088,06-04-2025,Medium,1031,1,1031,0.36,1,Vendor Split Possible,Cancelled,1031,0,0,0,Not Recoverable,Cancelled,0,0,371.15999999999997,0.0,0.0,0,0.0,0
ORD-703089,17-06-2025,High,606,2,1212,0.32,1,AI Logic Gap - SKU Mapping,Cancelled,1212,1,1,1,None,Fulfilled,1212,0,387.84000000000003,0.0,387.84000000000003,15,372.84000000000003,1
ORD-703090,24-01-2025,Medium,556,3,1668,0.31,1,Vendor Split Possible,Cancelled,1668,0,0,0,Not Recoverable,Cancelled,0,0,517.08,0.0,0.0,0,0.0,0
ORD-703091,18-01-2025,Medium,1709,1,1709,0.4,1,Vendor Split Possible,Cancelled,1709,1,1,1,None,Fulfilled,1709,0,683.6,0.0,683.6,15,668.6,1
ORD-703092,17-05-2025,Medium,1596,2,3192,0.41,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703093,13-05-2025,High,2062,2,4124,0.3,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703094,18-06-2025,Low,174,3,522,0.42,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703095,26-04-2025,Medium,1804,2,3608,0.29,1,Payment Expired,Cancelled,3608,1,1,1,None,Fulfilled,3608,0,1046.32,0.0,1046.32,15,1031.32,1
ORD-703096,23-05-2025,High,539,2,1078,0.41,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703097,06-01-2025,High,1191,2,2382,0.42,1,Vendor Split Possible,Cancelled,2382,1,1,1,None,Fulfilled,2382,0,1000.4399999999999,0.0,1000.4399999999999,15,985.4399999999999,1
ORD-703098,29-06-2025,Medium,2811,3,8433,0.38,1,Payment Expired,Cancelled,8433,1,1,0,Vendor SLA Delay,Cancelled,0,8433,3204.54,3204.54,0.0,15,-3219.54,0
ORD-703099,29-05-2025,Medium,1345,3,4035,0.42,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703100,26-05-2025,Medium,1960,1,1960,0.41,1,Vendor Split Possible,Cancelled,1960,0,0,0,Not Recoverable,Cancelled,0,0,803.5999999999999,0.0,0.0,0,0.0,0
ORD-703101,30-04-2025,Medium,947,2,1894,0.36,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703102,01-05-2025,High,523,1,523,0.4,1,Vendor Split Possible,Cancelled,523,1,1,1,None,Fulfilled,523,0,209.20000000000002,0.0,209.20000000000002,15,194.20000000000002,1
ORD-703103,11-02-2025,High,1313,1,1313,0.33,1,Vendor Split Possible,Cancelled,1313,1,1,0,Customer Abandoned,Cancelled,0,1313,433.29,433.29,0.0,15,-448.29,0
ORD-703104,04-06-2025,High,2853,3,8559,0.38,1,Stock Sync Delay,Cancelled,8559,1,1,1,None,Fulfilled,8559,0,3252.42,0.0,3252.42,15,3237.42,1
ORD-703105,17-05-2025,High,2491,2,4982,0.3,1,Vendor Split Possible,Cancelled,4982,1,1,0,Vendor SLA Delay,Cancelled,0,4982,1494.6,1494.6,0.0,15,-1509.6,0
ORD-703106,21-05-2025,Low,535,2,1070,0.29,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703107,30-06-2025,Low,2381,3,7143,0.31,1,Payment Expired,Cancelled,7143,1,1,1,None,Fulfilled,7143,0,2214.33,0.0,2214.33,15,2199.33,1
ORD-703108,19-04-2025,Low,2221,1,2221,0.41,1,AI Logic Gap - SKU Mapping,Cancelled,2221,1,1,1,None,Fulfilled,2221,0,910.6099999999999,0.0,910.6099999999999,15,895.6099999999999,1
ORD-703109,18-01-2025,High,2459,1,2459,0.32,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703110,10-06-2025,Low,2616,1,2616,0.36,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703111,27-02-2025,Low,1730,2,3460,0.4,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703112,18-05-2025,Medium,2875,2,5750,0.34,1,Payment Expired,Cancelled,5750,1,1,1,None,Fulfilled,5750,0,1955.0000000000002,0.0,1955.0000000000002,15,1940.0000000000002,1
ORD-703113,20-06-2025,Low,1399,2,2798,0.36,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703114,09-01-2025,Medium,2165,2,4330,0.37,1,Stock Sync Delay,Cancelled,4330,1,1,0,Customer Payment Expired,Cancelled,0,4330,1602.1,1602.1,0.0,15,-1617.1,0
ORD-703115,07-02-2025,Medium,542,1,542,0.44,1,AI Logic Gap - SKU Mapping,Cancelled,542,1,1,1,None,Fulfilled,542,0,238.48,0.0,238.48,15,223.48,1
ORD-703116,20-03-2025,Low,1695,3,5085,0.32,1,AI Logic Gap - SKU Mapping,Cancelled,5085,1,1,1,None,Fulfilled,5085,0,1627.2,0.0,1627.2,15,1612.2,1
ORD-703117,26-05-2025,Low,1711,3,5133,0.37,1,Vendor Split Possible,Cancelled,5133,1,1,0,Vendor SLA Delay,Cancelled,0,5133,1899.21,1899.21,0.0,15,-1914.21,0
ORD-703118,14-02-2025,Medium,1173,1,1173,0.34,1,AI Logic Gap - SKU Mapping,Cancelled,1173,1,1,1,None,Fulfilled,1173,0,398.82000000000005,0.0,398.82000000000005,15,383.82000000000005,1
ORD-703119,31-05-2025,High,2918,3,8754,0.41,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703120,12-01-2025,Low,2405,3,7215,0.3,1,Vendor Split Possible,Cancelled,7215,1,1,1,None,Fulfilled,7215,0,2164.5,0.0,2164.5,15,2149.5,1
ORD-703121,06-06-2025,Medium,2399,2,4798,0.26,1,Payment Expired,Cancelled,4798,1,1,1,None,Fulfilled,4798,0,1247.48,0.0,1247.48,15,1232.48,1
ORD-703122,16-01-2025,Low,2653,3,7959,0.45,1,Stock Sync Delay,Cancelled,7959,1,1,1,None,Fulfilled,7959,0,3581.55,0.0,3581.55,15,3566.55,1
ORD-703123,22-03-2025,High,2454,1,2454,0.35,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703124,19-01-2025,High,829,3,2487,0.43,1,Stock Sync Delay,Cancelled,2487,1,1,1,None,Fulfilled,2487,0,1069.41,0.0,1069.41,15,1054.41,1
ORD-703125,24-02-2025,Low,2356,2,4712,0.34,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703126,06-05-2025,Low,1144,1,1144,0.42,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703127,27-06-2025,Medium,2901,1,2901,0.38,1,Vendor Split Possible,Cancelled,2901,0,0,0,Not Recoverable,Cancelled,0,0,1102.38,0.0,0.0,0,0.0,0
ORD-703128,17-02-2025,Medium,1654,3,4962,0.37,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703129,08-06-2025,High,2131,2,4262,0.4,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703130,31-01-2025,Medium,162,2,324,0.36,1,Stock Sync Delay,Cancelled,324,1,1,1,None,Fulfilled,324,0,116.64,0.0,116.64,15,101.64,1
ORD-703131,18-03-2025,Medium,991,3,2973,0.33,1,AI Logic Gap - SKU Mapping,Cancelled,2973,1,1,1,None,Fulfilled,2973,0,981.09,0.0,981.09,15,966.09,1
ORD-703132,03-05-2025,High,2320,1,2320,0.32,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703133,09-05-2025,Low,2781,1,2781,0.29,1,Vendor Split Possible,Cancelled,2781,0,0,0,Not Recoverable,Cancelled,0,0,806.4899999999999,0.0,0.0,0,0.0,0
ORD-703134,29-06-2025,Low,2379,3,7137,0.32,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703135,09-06-2025,High,2987,2,5974,0.42,1,Payment Expired,Cancelled,5974,1,1,0,Late Detection,Cancelled,0,5974,2509.08,2509.08,0.0,15,-2524.08,0
ORD-703136,18-06-2025,Low,2817,2,5634,0.26,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703137,25-02-2025,High,1024,2,2048,0.37,1,Vendor Split Possible,Cancelled,2048,1,1,1,None,Fulfilled,2048,0,757.76,0.0,757.76,15,742.76,1
ORD-703138,04-01-2025,Medium,359,2,718,0.3,1,Vendor Split Possible,Cancelled,718,1,1,1,None,Fulfilled,718,0,215.4,0.0,215.4,15,200.4,1
ORD-703139,12-06-2025,Low,358,1,358,0.31,1,Vendor Split Possible,Cancelled,358,1,1,1,None,Fulfilled,358,0,110.98,0.0,110.98,15,95.98,1
ORD-703140,10-02-2025,Medium,2352,3,7056,0.29,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703141,09-05-2025,High,2515,1,2515,0.36,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703142,08-05-2025,Medium,2573,2,5146,0.28,1,Stock Sync Delay,Cancelled,5146,1,1,1,None,Fulfilled,5146,0,1440.88,0.0,1440.88,15,1425.88,1
ORD-703143,14-04-2025,Medium,229,2,458,0.3,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703144,09-05-2025,High,2104,3,6312,0.36,1,Vendor Split Possible,Cancelled,6312,1,1,1,None,Fulfilled,6312,0,2272.3199999999997,0.0,2272.3199999999997,15,2257.3199999999997,1
ORD-703145,19-04-2025,High,2540,1,2540,0.27,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703146,05-05-2025,Low,2905,3,8715,0.26,1,AI Logic Gap - SKU Mapping,Cancelled,8715,1,1,1,None,Fulfilled,8715,0,2265.9,0.0,2265.9,15,2250.9,1
ORD-703147,07-06-2025,Low,2129,2,4258,0.34,1,Payment Expired,Cancelled,4258,1,1,1,None,Fulfilled,4258,0,1447.72,0.0,1447.72,15,1432.72,1
ORD-703148,16-02-2025,High,2048,3,6144,0.29,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703149,03-01-2025,Low,1814,3,5442,0.31,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703150,01-06-2025,Low,1130,2,2260,0.26,1,AI Logic Gap - SKU Mapping,Cancelled,2260,0,0,0,Not Recoverable,Cancelled,0,0,587.6,0.0,0.0,0,0.0,0
ORD-703151,05-06-2025,Low,747,3,2241,0.26,1,Vendor Split Possible,Cancelled,2241,1,1,1,None,Fulfilled,2241,0,582.66,0.0,582.66,15,567.66,1
ORD-703152,03-06-2025,Low,2894,3,8682,0.44,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703153,27-06-2025,Medium,536,3,1608,0.43,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703154,14-06-2025,Medium,1550,1,1550,0.38,1,Payment Expired,Cancelled,1550,1,1,1,None,Fulfilled,1550,0,589.0,0.0,589.0,15,574.0,1
ORD-703155,03-04-2025,Medium,1317,1,1317,0.29,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703156,17-05-2025,Medium,2248,1,2248,0.3,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703157,18-01-2025,High,630,3,1890,0.29,1,Payment Expired,Cancelled,1890,1,1,1,None,Fulfilled,1890,0,548.0999999999999,0.0,548.0999999999999,15,533.0999999999999,1
ORD-703158,17-05-2025,Low,1712,2,3424,0.25,1,AI Logic Gap - SKU Mapping,Cancelled,3424,0,0,0,Not Recoverable,Cancelled,0,0,856.0,0.0,0.0,0,0.0,0
ORD-703159,18-03-2025,High,994,2,1988,0.42,1,AI Logic Gap - SKU Mapping,Cancelled,1988,1,1,0,Customer Abandoned,Cancelled,0,1988,834.9599999999999,834.9599999999999,0.0,15,-849.9599999999999,0
ORD-703160,24-06-2025,Medium,1144,3,3432,0.34,1,Stock Sync Delay,Cancelled,3432,1,1,1,None,Fulfilled,3432,0,1166.88,0.0,1166.88,15,1151.88,1
ORD-703161,03-05-2025,Medium,1002,2,2004,0.37,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703162,11-06-2025,High,1233,3,3699,0.32,1,Stock Sync Delay,Cancelled,3699,1,1,1,None,Fulfilled,3699,0,1183.68,0.0,1183.68,15,1168.68,1
ORD-703163,26-01-2025,Medium,2775,2,5550,0.3,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703164,02-03-2025,Low,1299,2,2598,0.29,1,Vendor Split Possible,Cancelled,2598,1,1,1,None,Fulfilled,2598,0,753.42,0.0,753.42,15,738.42,1
ORD-703165,03-05-2025,Low,1239,3,3717,0.26,1,Payment Expired,Cancelled,3717,0,0,0,Not Recoverable,Cancelled,0,0,966.4200000000001,0.0,0.0,0,0.0,0
ORD-703166,24-01-2025,Medium,2939,1,2939,0.45,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703167,29-05-2025,Medium,1514,2,3028,0.36,1,Payment Expired,Cancelled,3028,1,1,1,None,Fulfilled,3028,0,1090.08,0.0,1090.08,15,1075.08,1
ORD-703168,06-05-2025,High,912,2,1824,0.36,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703169,01-06-2025,Low,1282,2,2564,0.28,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703170,04-04-2025,Low,1002,3,3006,0.45,1,AI Logic Gap - SKU Mapping,Cancelled,3006,1,1,1,None,Fulfilled,3006,0,1352.7,0.0,1352.7,15,1337.7,1
ORD-703171,03-03-2025,Medium,2005,1,2005,0.39,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703172,27-02-2025,Low,1136,2,2272,0.39,1,Payment Expired,Cancelled,2272,0,0,0,Not Recoverable,Cancelled,0,0,886.08,0.0,0.0,0,0.0,0
ORD-703173,11-04-2025,Low,1648,2,3296,0.29,1,AI Logic Gap - SKU Mapping,Cancelled,3296,1,1,1,None,Fulfilled,3296,0,955.8399999999999,0.0,955.8399999999999,15,940.8399999999999,1
ORD-703174,29-04-2025,High,1581,2,3162,0.31,1,Payment Expired,Cancelled,3162,1,1,1,None,Fulfilled,3162,0,980.22,0.0,980.22,15,965.22,1
ORD-703175,13-01-2025,High,2758,1,2758,0.32,1,Stock Sync Delay,Cancelled,2758,1,1,0,Customer Payment Expired,Cancelled,0,2758,882.5600000000001,882.5600000000001,0.0,15,-897.5600000000001,0
ORD-703176,07-03-2025,High,1820,3,5460,0.32,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703177,27-05-2025,Low,2581,1,2581,0.4,1,Payment Expired,Cancelled,2581,1,1,1,None,Fulfilled,2581,0,1032.4,0.0,1032.4,15,1017.4000000000001,1
ORD-703178,31-01-2025,High,2606,2,5212,0.26,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-703179,02-06-2025,Medium,1267,3,3801,0.35,1,AI Logic Gap - SKU Mapping,Cancelled,3801,1,1,0,Late Detection,Cancelled,0,3801,1330.35,1330.35,0.0,15,-1345.35,0
